guest_id,country,loyalty_tier,total_stays,total_spend_eur,avg_lead_time_days,preferred_segment,enrolled_date,email_opt_in
G001591,FRA,Bronze,2,381.11,73,Direct,2017-08-07,Y
G001592,BRA,Silver,9,2051.49,28,Online TA,2015-03-12,Y
G001593,FRA,Silver,4,1202.67,75,Direct,2023-09-27,N
G001594,FRA,Silver,9,2016.79,38,Direct,2018-08-26,Y
G001595,PRT,Silver,10,2162.18,57,Online TA,2016-11-15,Y
G001596,DEU,Bronze,1,234.94,66,Online TA,2020-02-07,Y
G001597,BRA,Silver,5,490.55,24,Direct,2018-03-22,N
G001598,CHN,Silver,9,2484.75,66,Complementary,2020-10-29,N
G001599,BRA,Silver,9,1992.03,28,Groups,2020-08-08,Y
G001600,GBR,Gold,30,9219.76,84,Corporate,2019-04-17,N
G001601,ESP,Bronze,1,282.58,62,Complementary,2023-06-01,Y
G001602,FRA,Bronze,3,561.05,9,Online TA,2019-12-04,N
G001603,USA,Bronze,2,636.49,23,Corporate,2015-07-30,Y
G001604,USA,Gold,20,1886.84,56,Complementary,2019-11-11,Y
G001605,USA,Silver,10,909.42,15,Offline TA/TO,2018-09-19,Y
G001606,CHN,Bronze,3,358.21,41,Direct,2015-04-12,Y
G001607,NLD,Silver,4,680.76,65,Offline TA/TO,2021-12-21,N
G001608,USA,Bronze,1,318.55,62,Groups,2015-05-29,Y
G001609,USA,Platinum,73,18860.75,100,Complementary,2022-02-14,N
G001610,ESP,Bronze,1,154.46,12,Direct,2018-05-25,Y
G001611,FRA,Platinum,55,10601.2,61,Groups,2021-05-16,N
G001612,DEU,Platinum,51,15906.24,100,Corporate,2023-10-29,Y
G001613,USA,Bronze,1,101.59,110,Offline TA/TO,2021-12-01,N
G001614,ITA,Gold,28,7014.33,74,Online TA,2022-06-28,N
G001615,ITA,Gold,11,2315.69,72,Offline TA/TO,2020-08-05,N
G001616,CHN,Bronze,3,907.5,35,Online TA,2017-10-15,N
G001617,BRA,Gold,28,4984.23,60,Groups,2018-09-18,N
G001618,PRT,Bronze,1,289.24,62,Corporate,2019-11-06,Y
G001619,USA,Bronze,1,163.16,119,Corporate,2019-06-12,Y
G001620,NLD,Bronze,1,170.75,48,Groups,2019-03-24,Y
G001621,USA,Bronze,1,225.9,18,Complementary,2022-04-08,Y
G001622,ITA,Platinum,35,4061.42,93,Complementary,2022-11-07,N
G001623,PRT,Silver,4,676.55,81,Direct,2015-06-11,Y
G001624,USA,Gold,16,4840.5,20,Offline TA/TO,2021-08-27,N
G001625,USA,Silver,4,469.71,84,Offline TA/TO,2016-10-06,Y
G001626,ITA,Bronze,1,186.22,92,Online TA,2022-10-17,N
G001627,BRA,Gold,20,5128.84,60,Online TA,2023-11-28,N
G001628,PRT,Silver,5,1349.37,17,Direct,2021-08-04,Y
G001629,ITA,Bronze,2,312.54,95,Offline TA/TO,2021-06-30,Y
G001630,ESP,Silver,7,2331.75,67,Complementary,2015-05-19,N
G001631,DEU,Bronze,1,88.47,56,Online TA,2020-07-31,N
G001632,ITA,Silver,10,1158.84,102,Complementary,2019-09-26,N
G001633,FRA,Platinum,31,9754.99,39,Corporate,2016-01-17,N
G001634,NLD,Gold,12,1737.68,70,Offline TA/TO,2017-04-08,Y
G001635,ITA,Bronze,1,296.06,50,Direct,2016-03-04,N
G001636,CHN,Silver,5,848.9,42,Groups,2019-05-20,Y
G001637,NLD,Bronze,3,1020.96,77,Offline TA/TO,2021-01-15,N
G001638,BRA,Bronze,2,416.24,66,Groups,2021-05-31,Y
G001639,PRT,Gold,25,4026.91,111,Online TA,2022-06-30,N
G001640,USA,Bronze,1,139.89,37,Corporate,2015-01-10,N
G001641,CHN,Bronze,1,299.89,60,Direct,2020-08-17,N
G001642,CHN,Silver,4,896.82,43,Direct,2017-08-19,N
G001643,BRA,Silver,5,419.19,17,Offline TA/TO,2022-04-03,Y
G001644,DEU,Gold,15,1884.54,92,Offline TA/TO,2019-08-30,Y
G001645,DEU,Gold,16,1701.65,46,Groups,2022-10-03,Y
G001646,GBR,Bronze,1,337.47,106,Offline TA/TO,2017-01-03,Y
G001647,GBR,Silver,4,822.52,68,Complementary,2021-11-21,N
G001648,ESP,Silver,10,1276.28,76,Offline TA/TO,2023-02-18,Y
G001649,ITA,Gold,13,1609.65,27,Groups,2022-09-25,Y
G001650,BRA,Bronze,3,931.34,20,Groups,2023-09-13,N
G001651,ESP,Bronze,1,343.56,113,Complementary,2023-10-04,N
G001652,PRT,Silver,7,936.32,11,Corporate,2017-02-09,Y
G001653,PRT,Silver,9,1729.75,47,Corporate,2015-12-16,Y
G001654,USA,Gold,28,6722.21,70,Groups,2021-03-09,N
G001655,BRA,Bronze,1,164.26,44,Direct,2016-03-12,Y
G001656,DEU,Gold,19,6646.31,50,Corporate,2015-11-01,N
G001657,DEU,Bronze,2,172.28,48,Online TA,2022-12-25,Y
G001658,GBR,Gold,30,5336.51,40,Offline TA/TO,2018-07-27,Y
G001659,DEU,Bronze,1,93.25,114,Groups,2023-06-19,Y
G001660,DEU,Gold,28,9091.77,19,Corporate,2023-06-09,Y
G001661,FRA,Bronze,2,560.19,15,Direct,2021-08-06,Y
G001662,GBR,Bronze,2,379.23,40,Online TA,2021-08-17,Y
G001663,PRT,Bronze,1,250.33,67,Online TA,2023-03-04,Y
G001664,CHN,Bronze,3,244.28,119,Offline TA/TO,2021-06-20,Y
G001665,BRA,Bronze,1,245.58,31,Groups,2018-04-13,N
G001666,NLD,Bronze,3,458.18,116,Direct,2022-12-05,N
G001667,ESP,Bronze,3,568.49,102,Offline TA/TO,2022-10-02,Y
G001668,PRT,Silver,8,926.09,36,Online TA,2023-05-10,Y
G001669,GBR,Silver,7,1082.68,80,Direct,2022-04-23,Y
G001670,USA,Silver,4,688.67,25,Online TA,2023-02-14,Y
G001671,USA,Gold,23,6064.75,91,Online TA,2022-02-14,Y
G001672,DEU,Bronze,2,424.01,62,Direct,2017-10-29,Y
G001673,ESP,Bronze,1,221.56,59,Direct,2018-03-22,Y
G001674,CHN,Bronze,1,292.14,15,Groups,2020-02-05,N
G001675,BRA,Bronze,1,306.66,41,Online TA,2020-05-21,Y
G001676,CHN,Bronze,1,183.84,72,Complementary,2016-08-15,Y
G001677,CHN,Bronze,2,306.78,109,Offline TA/TO,2023-05-16,N
G001678,ESP,Bronze,3,444.2,103,Complementary,2021-03-27,Y
G001679,CHN,Silver,4,673.57,60,Groups,2018-10-29,Y
G001680,DEU,Bronze,1,147.82,82,Online TA,2022-01-19,N
G001681,USA,Silver,8,847.55,86,Online TA,2017-09-30,N
G001682,USA,Bronze,2,447.54,36,Corporate,2021-04-22,Y
G001683,PRT,Silver,8,1527.19,33,Corporate,2019-08-17,Y
G001684,ESP,Bronze,3,837.8,54,Direct,2015-05-30,N
G001685,USA,Bronze,3,760.85,33,Direct,2018-10-27,Y
G001686,ESP,Silver,10,2815.33,12,Corporate,2022-09-23,N
G001687,ESP,Silver,10,3006.08,108,Corporate,2018-09-16,Y
G001688,ITA,Bronze,3,240.08,52,Corporate,2021-03-28,Y
G001689,ESP,Bronze,1,260.17,29,Online TA,2017-08-17,Y
G001690,USA,Silver,10,1158.1,14,Complementary,2020-01-16,Y
G001691,DEU,Silver,4,997.3,113,Complementary,2019-11-04,Y
G001692,PRT,Silver,7,883.9,75,Online TA,2022-09-04,N
G001693,BRA,Bronze,1,192.06,36,Complementary,2016-11-11,N
G001694,FRA,Silver,8,2554.6,113,Groups,2020-12-22,Y
G001695,DEU,Platinum,87,13517.83,84,Online TA,2023-03-24,Y
G001696,NLD,Bronze,2,660.71,21,Complementary,2016-06-03,Y
G001697,NLD,Bronze,3,559.63,98,Complementary,2016-07-07,Y
G001698,CHN,Silver,5,1625.8,116,Groups,2021-02-04,Y
G001699,DEU,Bronze,3,675.43,40,Offline TA/TO,2021-02-26,Y
G001700,ESP,Gold,26,3060.78,96,Complementary,2016-01-02,Y
G001701,ITA,Silver,7,1954.33,65,Online TA,2022-08-22,N
G001702,PRT,Platinum,32,9299.61,117,Complementary,2015-05-05,Y
G001703,ESP,Bronze,3,306.93,68,Direct,2019-12-04,N
G001704,ITA,Bronze,3,822.57,47,Corporate,2022-07-16,Y
G001705,GBR,Silver,9,1353.75,76,Online TA,2021-09-25,N
G001706,DEU,Bronze,3,382.34,71,Groups,2023-11-03,Y
G001707,PRT,Bronze,2,412.35,83,Direct,2015-01-12,N
G001708,CHN,Gold,21,3729.52,42,Groups,2016-09-06,N
G001709,CHN,Bronze,1,295.38,36,Offline TA/TO,2019-02-22,Y
G001710,CHN,Bronze,1,276.99,98,Direct,2022-01-04,N
G001711,PRT,Bronze,1,246.88,105,Groups,2023-09-25,Y
G001712,DEU,Bronze,1,313.62,113,Groups,2016-05-23,Y
G001713,ESP,Bronze,3,643.74,73,Online TA,2019-03-29,Y
G001714,GBR,Silver,7,852.69,25,Complementary,2019-06-27,N
G001715,PRT,Silver,8,1282.79,38,Corporate,2023-06-26,Y
G001716,DEU,Bronze,3,413.24,106,Offline TA/TO,2015-12-03,N
G001717,ITA,Gold,23,4042.54,103,Offline TA/TO,2015-06-23,Y
G001718,FRA,Bronze,1,226.74,44,Online TA,2023-03-06,Y
G001719,DEU,Silver,7,2057.06,72,Groups,2020-12-12,Y
G001720,CHN,Silver,4,920.58,73,Online TA,2018-02-02,N
G001721,ITA,Silver,7,1833.25,11,Offline TA/TO,2022-09-14,Y
G001722,ITA,Platinum,58,7911.96,31,Groups,2017-11-21,N
G001723,GBR,Gold,18,5356.91,19,Complementary,2021-09-23,N
G001724,ESP,Silver,10,930.49,37,Groups,2016-01-10,Y
G001725,BRA,Bronze,1,90.59,116,Direct,2023-02-10,Y
G001726,ITA,Platinum,94,26768.15,56,Direct,2020-03-06,N
G001727,FRA,Silver,10,828.81,33,Direct,2015-05-01,Y
G001728,CHN,Bronze,2,612.3,8,Online TA,2022-09-20,N
G001729,NLD,Bronze,3,830.7,22,Complementary,2019-08-29,Y
G001730,ITA,Gold,23,5626.5,24,Direct,2015-11-09,N
G001731,DEU,Silver,10,1093.91,35,Online TA,2019-06-15,N
G001732,FRA,Bronze,1,132.57,34,Groups,2021-10-01,Y
G001733,GBR,Bronze,2,385.87,39,Direct,2022-10-19,N
G001734,ITA,Bronze,3,750.69,37,Corporate,2019-06-08,N
G001735,FRA,Bronze,3,334.38,61,Direct,2015-06-22,Y
G001736,NLD,Gold,17,3152.81,18,Direct,2019-05-02,Y
G001737,ESP,Silver,6,2023.51,39,Offline TA/TO,2018-12-28,Y
G001738,USA,Gold,16,3751.22,87,Corporate,2019-10-05,Y
G001739,PRT,Silver,10,2824.09,21,Online TA,2018-05-30,Y
G001740,USA,Silver,10,1605.79,117,Complementary,2021-03-03,Y
G001741,ITA,Bronze,1,94.42,64,Complementary,2022-10-13,Y
G001742,DEU,Silver,8,2375.1,80,Online TA,2015-03-06,N
G001743,NLD,Platinum,82,23302.68,86,Complementary,2019-09-20,N
G001744,CHN,Gold,28,2917.79,44,Online TA,2021-01-01,N
G001745,GBR,Silver,8,1353.56,44,Direct,2023-08-30,N
G001746,ESP,Silver,5,649.69,44,Online TA,2023-09-15,N
G001747,USA,Bronze,3,1041.92,26,Corporate,2022-03-07,Y
G001748,DEU,Bronze,2,564.61,78,Complementary,2017-07-23,Y
G001749,CHN,Bronze,3,967.8,24,Complementary,2021-04-17,Y
G001750,GBR,Gold,11,3731.26,25,Complementary,2021-05-08,N
G001751,ITA,Bronze,3,718.31,76,Complementary,2016-08-23,N
G001752,ITA,Silver,10,2346.87,59,Complementary,2015-10-26,Y
G001753,FRA,Bronze,2,522.89,105,Online TA,2020-12-04,N
G001754,FRA,Silver,6,1125.85,37,Groups,2023-12-06,N
G001755,FRA,Gold,12,3657.4,68,Online TA,2015-01-05,Y
G001756,BRA,Silver,7,2274.87,15,Direct,2016-04-23,N
G001757,PRT,Silver,4,1209.45,13,Direct,2019-03-17,Y
G001758,ITA,Silver,4,1246.46,13,Corporate,2019-07-29,Y
G001759,FRA,Gold,29,7347.43,13,Complementary,2019-02-17,Y
G001760,DEU,Silver,4,798.11,57,Online TA,2015-08-27,N
G001761,ITA,Gold,24,5784.1,9,Groups,2023-12-16,Y
G001762,FRA,Silver,9,2963.11,79,Complementary,2021-09-30,Y
G001763,DEU,Silver,4,1048.6,15,Online TA,2017-03-23,Y
G001764,FRA,Bronze,1,273.03,32,Offline TA/TO,2019-07-02,Y
G001765,FRA,Bronze,1,309.38,93,Direct,2015-11-18,Y
G001766,ITA,Bronze,1,302.8,23,Corporate,2020-07-23,N
G001767,CHN,Bronze,1,320.68,44,Offline TA/TO,2017-12-19,Y
G001768,BRA,Silver,10,929.02,44,Groups,2015-06-26,Y
G001769,DEU,Bronze,2,270.64,113,Direct,2019-06-20,N
G001770,FRA,Silver,7,881.9,16,Direct,2016-10-23,Y
G001771,DEU,Gold,16,3994.11,73,Corporate,2016-12-03,N
G001772,BRA,Silver,10,1431.43,117,Online TA,2021-01-18,Y
G001773,ITA,Gold,28,5327.69,36,Groups,2023-06-01,N
G001774,BRA,Platinum,100,27417.94,58,Complementary,2016-05-02,N
G001775,CHN,Bronze,1,323.08,106,Online TA,2023-11-20,Y
G001776,FRA,Bronze,1,102.78,30,Online TA,2022-01-21,N
G001777,ITA,Bronze,1,84.0,76,Corporate,2016-03-05,N
G001778,FRA,Bronze,1,255.85,16,Groups,2016-07-22,N
G001779,CHN,Silver,10,2305.32,105,Complementary,2018-01-04,Y
G001780,FRA,Bronze,3,943.14,23,Direct,2018-09-17,Y
G001781,NLD,Platinum,100,19695.07,98,Complementary,2017-10-24,N
G001782,GBR,Silver,8,1835.65,89,Direct,2018-03-07,N
G001783,USA,Bronze,3,803.18,18,Offline TA/TO,2017-01-03,Y
G001784,FRA,Gold,23,3057.09,10,Groups,2020-01-26,N
G001785,CHN,Bronze,1,213.62,70,Corporate,2021-01-28,Y
G001786,FRA,Gold,27,7398.15,114,Online TA,2018-08-04,Y
G001787,PRT,Bronze,3,792.07,58,Complementary,2017-02-01,Y
G001788,BRA,Bronze,3,852.01,55,Complementary,2021-12-12,N
G001789,CHN,Silver,4,501.35,29,Complementary,2018-11-04,N
G001790,ESP,Bronze,1,240.27,24,Offline TA/TO,2021-11-09,N
G001791,DEU,Bronze,1,279.63,108,Corporate,2017-06-29,Y
G001792,GBR,Silver,4,497.58,94,Complementary,2018-09-04,Y
G001793,ITA,Silver,9,2940.91,56,Online TA,2021-06-15,Y
G001794,ITA,Bronze,3,669.09,20,Online TA,2020-08-28,Y
G001795,USA,Silver,6,2021.64,73,Offline TA/TO,2019-05-02,N
G001796,ESP,Bronze,2,605.43,7,Online TA,2018-06-09,Y
G001797,GBR,Gold,29,9573.07,68,Groups,2020-06-06,Y
G001798,PRT,Bronze,3,458.0,18,Offline TA/TO,2017-05-10,N
G001799,ITA,Bronze,2,336.45,32,Direct,2017-06-06,Y
G001800,CHN,Bronze,1,276.52,19,Online TA,2023-12-16,N
G001801,FRA,Bronze,2,674.47,96,Complementary,2023-12-31,Y
G001802,NLD,Bronze,1,203.29,74,Direct,2022-10-22,N
G001803,ITA,Silver,9,736.35,23,Online TA,2020-10-07,N
G001804,ITA,Bronze,1,192.34,117,Groups,2020-09-05,N
G001805,FRA,Silver,8,1285.08,24,Corporate,2022-12-02,N
G001806,NLD,Silver,9,2256.18,61,Offline TA/TO,2023-12-07,N
G001807,NLD,Silver,6,688.81,22,Direct,2022-10-10,N
G001808,DEU,Platinum,36,3296.74,54,Complementary,2017-07-29,Y
G001809,GBR,Bronze,1,314.49,33,Direct,2018-08-20,N
G001810,DEU,Bronze,3,792.42,45,Offline TA/TO,2020-10-30,N
G001811,ESP,Bronze,3,644.66,61,Corporate,2022-02-23,N
G001812,FRA,Silver,9,2534.97,53,Groups,2023-04-14,Y
G001813,FRA,Gold,13,1806.72,97,Groups,2016-03-09,Y
G001814,PRT,Bronze,1,317.24,87,Offline TA/TO,2021-12-31,Y
G001815,DEU,Bronze,3,438.25,69,Online TA,2017-04-15,N
G001816,GBR,Bronze,3,660.13,92,Corporate,2016-12-25,Y
G001817,ITA,Gold,21,5914.51,78,Complementary,2017-12-24,N
G001818,NLD,Bronze,1,167.87,18,Groups,2023-09-12,N
G001819,CHN,Bronze,3,557.92,118,Online TA,2023-01-21,N
G001820,ESP,Platinum,39,7933.97,32,Corporate,2023-10-30,Y
G001821,FRA,Gold,16,2687.55,26,Groups,2021-05-10,Y
G001822,NLD,Silver,4,1029.83,16,Complementary,2018-05-26,Y
G001823,ESP,Silver,5,1281.98,108,Groups,2021-01-21,Y
G001824,USA,Bronze,2,424.12,101,Complementary,2020-07-12,Y
G001825,DEU,Bronze,2,468.36,117,Offline TA/TO,2021-06-23,N
G001826,NLD,Silver,4,971.9,63,Direct,2017-02-04,Y
G001827,NLD,Bronze,1,260.01,66,Groups,2020-07-31,Y
G001828,CHN,Bronze,3,709.46,73,Online TA,2016-06-19,Y
G001829,BRA,Bronze,3,882.52,100,Complementary,2015-08-11,Y
G001830,USA,Bronze,1,243.78,73,Groups,2020-09-03,N
G001831,ESP,Bronze,1,176.49,88,Groups,2019-06-04,Y
G001832,ESP,Silver,5,1720.29,56,Complementary,2015-12-02,N
G001833,NLD,Bronze,1,315.44,118,Direct,2015-04-04,Y
G001834,GBR,Silver,10,2592.82,45,Online TA,2020-05-11,N
G001835,ESP,Silver,8,1962.09,7,Groups,2019-08-30,N
G001836,GBR,Bronze,3,733.04,25,Corporate,2015-07-18,Y
G001837,USA,Silver,5,1570.09,59,Corporate,2023-06-10,Y
G001838,BRA,Bronze,3,331.29,20,Online TA,2017-01-10,Y
G001839,CHN,Bronze,3,825.63,104,Corporate,2017-10-15,Y
G001840,ESP,Gold,17,2707.68,62,Corporate,2018-10-13,Y
G001841,GBR,Silver,5,1448.48,26,Offline TA/TO,2016-12-22,Y
G001842,FRA,Bronze,1,248.84,50,Direct,2021-06-19,N
G001843,NLD,Platinum,79,9067.46,31,Complementary,2019-02-11,N
G001844,NLD,Silver,10,2732.32,83,Offline TA/TO,2016-06-09,N
G001845,ESP,Gold,25,2957.68,61,Offline TA/TO,2021-03-01,N
G001846,DEU,Silver,6,1851.07,16,Complementary,2023-09-24,Y
G001847,FRA,Bronze,2,355.38,68,Online TA,2021-04-02,N
G001848,GBR,Bronze,1,199.64,62,Corporate,2021-08-16,Y
G001849,GBR,Bronze,1,255.53,50,Offline TA/TO,2017-12-05,Y
G001850,DEU,Gold,11,2962.57,11,Online TA,2015-08-29,Y
G001851,DEU,Bronze,2,359.03,86,Direct,2019-02-28,N
G001852,ESP,Silver,6,1846.48,39,Corporate,2016-03-11,Y
G001853,CHN,Gold,24,2636.43,14,Direct,2023-12-10,Y
G001854,BRA,Bronze,1,107.1,42,Direct,2020-06-25,Y
G001855,ITA,Bronze,1,106.31,64,Direct,2016-08-29,Y
G001856,CHN,Gold,12,1233.57,12,Corporate,2020-01-30,Y
G001857,PRT,Bronze,2,203.04,111,Offline TA/TO,2019-01-19,N
G001858,ESP,Bronze,1,110.84,10,Direct,2021-05-03,N
G001859,BRA,Bronze,3,601.92,83,Offline TA/TO,2020-07-25,Y
G001860,ESP,Bronze,3,1049.8,84,Corporate,2016-10-03,N
G001861,NLD,Gold,24,2431.49,15,Groups,2017-09-12,Y
G001862,BRA,Silver,4,1378.21,60,Corporate,2016-02-15,N
G001863,PRT,Platinum,39,11492.44,64,Groups,2020-06-12,N
G001864,CHN,Bronze,2,476.2,105,Groups,2015-10-06,N
G001865,PRT,Silver,5,1459.02,39,Groups,2021-10-29,Y
G001866,BRA,Gold,30,9927.01,107,Groups,2020-12-07,N
G001867,GBR,Silver,4,957.54,111,Corporate,2019-04-15,N
G001868,PRT,Bronze,2,421.88,69,Corporate,2021-05-27,N
G001869,CHN,Bronze,1,129.41,92,Groups,2021-09-03,N
G001870,DEU,Silver,8,784.71,28,Corporate,2022-05-28,Y
G001871,CHN,Bronze,2,602.7,115,Online TA,2016-03-08,Y
G001872,CHN,Bronze,1,105.67,109,Direct,2017-08-21,N
G001873,NLD,Silver,8,2551.49,64,Online TA,2016-04-03,Y
G001874,DEU,Platinum,95,23655.89,91,Groups,2015-05-06,Y
G001875,GBR,Platinum,99,11615.17,64,Offline TA/TO,2020-11-07,Y
G001876,CHN,Silver,8,2654.22,29,Direct,2015-04-16,N
G001877,FRA,Silver,7,1819.84,114,Online TA,2019-04-07,Y
G001878,USA,Bronze,2,435.89,93,Groups,2018-01-12,Y
G001879,BRA,Silver,8,1640.86,81,Complementary,2020-05-08,Y
G001880,GBR,Bronze,3,449.51,108,Groups,2019-10-01,Y
G001881,DEU,Bronze,1,127.8,93,Complementary,2021-03-15,Y
G001882,BRA,Bronze,2,473.76,30,Offline TA/TO,2022-03-06,Y
G001883,ESP,Gold,20,3672.15,99,Offline TA/TO,2021-11-10,N
G001884,PRT,Bronze,2,194.97,26,Groups,2018-10-16,Y
G001885,BRA,Bronze,1,302.89,42,Groups,2021-02-17,Y
G001886,CHN,Bronze,3,673.04,96,Groups,2017-07-22,Y
G001887,CHN,Gold,23,2779.81,63,Groups,2021-06-16,Y
G001888,ESP,Bronze,3,482.92,113,Direct,2021-07-30,Y
G001889,GBR,Bronze,3,818.94,36,Online TA,2020-04-30,N
G001890,ITA,Gold,18,5903.18,78,Groups,2016-01-22,N
G001891,DEU,Bronze,3,974.21,103,Offline TA/TO,2020-07-22,Y
G001892,ESP,Bronze,3,766.73,96,Offline TA/TO,2018-01-25,Y
G001893,USA,Silver,7,1988.09,102,Direct,2023-08-30,Y
G001894,CHN,Silver,8,2001.85,76,Complementary,2015-01-12,N
G001895,DEU,Bronze,3,304.49,59,Groups,2016-03-04,Y
G001896,CHN,Gold,23,7722.02,61,Groups,2022-06-09,Y
G001897,CHN,Silver,7,1148.95,55,Groups,2018-07-03,Y
G001898,NLD,Bronze,3,329.62,24,Complementary,2021-09-19,Y
G001899,BRA,Bronze,3,439.58,120,Complementary,2015-07-02,N
G001900,NLD,Bronze,2,282.62,75,Groups,2019-06-06,Y
G001901,DEU,Bronze,1,218.96,48,Offline TA/TO,2021-09-21,Y
G001902,DEU,Bronze,1,297.89,74,Groups,2017-10-21,Y
G001903,BRA,Bronze,2,392.92,13,Offline TA/TO,2023-11-07,N
G001904,ITA,Bronze,1,194.37,69,Corporate,2018-10-24,Y
G001905,CHN,Silver,10,1319.18,110,Groups,2015-04-29,N
G001906,FRA,Bronze,2,582.97,105,Corporate,2018-10-10,N
G001907,PRT,Bronze,2,283.61,8,Complementary,2022-07-28,N
G001908,USA,Bronze,1,159.41,61,Corporate,2022-10-13,N
G001909,GBR,Bronze,1,185.34,17,Online TA,2018-02-24,Y
G001910,BRA,Bronze,3,885.47,14,Direct,2023-07-12,Y
G001911,CHN,Bronze,3,815.88,23,Online TA,2015-11-21,Y
G001912,BRA,Silver,7,1403.16,108,Offline TA/TO,2016-11-03,N
G001913,DEU,Bronze,3,405.15,36,Complementary,2023-07-09,N
G001914,CHN,Bronze,2,627.86,13,Corporate,2021-03-19,N
G001915,FRA,Platinum,64,21501.23,46,Online TA,2016-05-20,Y
G001916,BRA,Silver,6,530.93,39,Offline TA/TO,2022-04-27,N
G001917,GBR,Bronze,2,616.58,21,Online TA,2017-03-03,Y
G001918,NLD,Gold,28,7397.22,100,Direct,2020-01-21,N
G001919,FRA,Gold,17,4410.05,69,Online TA,2015-05-06,Y
G001920,USA,Gold,23,6930.01,52,Complementary,2015-02-21,Y
G001921,DEU,Gold,23,6973.82,49,Complementary,2022-02-15,Y
G001922,CHN,Bronze,3,822.54,113,Online TA,2017-12-28,Y
G001923,GBR,Bronze,1,311.62,72,Direct,2023-01-08,N
G001924,ITA,Bronze,3,922.47,29,Offline TA/TO,2017-11-06,N
G001925,CHN,Gold,19,1794.39,33,Groups,2019-01-21,Y
G001926,ITA,Bronze,3,252.61,37,Complementary,2021-09-06,Y
G001927,BRA,Bronze,2,632.03,109,Groups,2021-05-15,N
G001928,ITA,Platinum,38,6180.33,68,Groups,2022-11-19,Y
G001929,ESP,Gold,25,3713.1,11,Direct,2023-03-05,N
G001930,ESP,Silver,6,1827.26,82,Corporate,2016-10-28,Y
G001931,FRA,Bronze,1,88.12,119,Groups,2017-05-10,Y
G001932,GBR,Silver,4,501.21,12,Direct,2015-03-03,Y
G001933,BRA,Bronze,1,184.2,55,Direct,2015-07-05,Y
G001934,GBR,Silver,8,2184.11,8,Groups,2015-12-09,N
G001935,ESP,Bronze,2,193.32,77,Offline TA/TO,2018-07-31,Y
G001936,DEU,Silver,8,2338.12,60,Groups,2022-03-12,Y
G001937,GBR,Bronze,2,609.31,11,Direct,2017-03-24,Y
G001938,DEU,Bronze,2,601.38,49,Complementary,2021-08-06,N
G001939,BRA,Bronze,1,197.7,61,Offline TA/TO,2016-01-12,Y
G001940,GBR,Bronze,3,942.68,97,Online TA,2018-03-01,Y
G001941,NLD,Gold,14,3441.37,41,Groups,2020-04-06,Y
G001942,CHN,Silver,6,1176.43,32,Offline TA/TO,2021-03-19,Y
G001943,NLD,Bronze,3,369.04,65,Direct,2020-12-02,Y
G001944,USA,Silver,8,1660.55,107,Groups,2015-10-25,N
G001945,GBR,Bronze,3,607.36,79,Corporate,2019-03-25,Y
G001946,ITA,Silver,5,579.15,65,Complementary,2020-11-08,Y
G001947,NLD,Bronze,2,570.97,54,Online TA,2015-10-26,N
G001948,DEU,Bronze,3,634.19,97,Direct,2022-07-11,Y
G001949,CHN,Bronze,2,212.15,25,Offline TA/TO,2016-01-12,N
G001950,USA,Gold,16,1888.75,49,Groups,2021-08-03,Y
G001951,GBR,Bronze,3,982.16,112,Groups,2018-11-20,N
G001952,NLD,Bronze,1,114.13,25,Online TA,2019-02-12,N
G001953,BRA,Gold,11,1068.21,35,Complementary,2018-11-02,N
G001954,DEU,Bronze,1,303.37,115,Corporate,2016-12-28,Y
G001955,USA,Gold,19,1819.65,73,Complementary,2020-10-17,Y
G001956,BRA,Bronze,2,208.65,16,Corporate,2021-01-30,N
G001957,NLD,Bronze,1,104.7,54,Direct,2021-11-05,Y
G001958,GBR,Gold,13,1692.61,102,Direct,2023-05-05,N
G001959,PRT,Bronze,2,267.79,66,Direct,2019-10-29,N
G001960,NLD,Silver,7,2218.01,107,Offline TA/TO,2021-04-20,N
G001961,NLD,Silver,10,2064.48,78,Groups,2017-05-23,N
G001962,BRA,Bronze,3,860.45,114,Complementary,2015-12-27,Y
G001963,GBR,Platinum,99,10129.03,11,Offline TA/TO,2018-09-23,Y
G001964,FRA,Bronze,3,419.64,15,Corporate,2018-04-30,Y
G001965,ESP,Platinum,63,13953.54,50,Online TA,2019-09-20,Y
G001966,USA,Bronze,2,562.48,31,Groups,2021-02-22,Y
G001967,DEU,Platinum,95,12607.7,29,Offline TA/TO,2023-12-22,Y
G001968,CHN,Bronze,3,981.15,13,Offline TA/TO,2018-09-30,Y
G001969,NLD,Bronze,2,354.46,49,Offline TA/TO,2015-11-24,N
G001970,PRT,Platinum,54,14951.54,83,Direct,2021-01-24,N
G001971,DEU,Gold,12,2997.78,100,Direct,2022-06-21,Y
G001972,BRA,Gold,14,4064.28,19,Groups,2022-09-13,Y
G001973,FRA,Bronze,2,189.15,28,Complementary,2015-04-08,N
G001974,GBR,Silver,5,1343.15,94,Online TA,2015-01-03,Y
G001975,PRT,Silver,7,2207.93,8,Online TA,2019-09-07,Y
G001976,ITA,Bronze,1,324.76,109,Complementary,2022-09-12,N
G001977,USA,Bronze,3,468.84,19,Corporate,2022-11-24,Y
G001978,NLD,Gold,28,9276.47,93,Offline TA/TO,2022-03-22,Y
G001979,BRA,Gold,13,1074.13,43,Complementary,2021-12-22,Y
G001980,ITA,Platinum,46,3717.31,23,Direct,2017-05-28,N
