Passenger_ID,age,gender,income_level,frequent_flyer_status,satisfaction_segment,total_flights,total_no_shows,no_show_rate,avg_satisfaction,avg_price_paid,total_delay_minutes,preferred_class,preferred_checkin,primary_travel_purpose,preferred_airline
P1999,58,Male,Low,Gold,Satisfied,1,0,0.0,6.5,456.74,2.0,Premium Economy,Airport Kiosk,Family,Delta
P2,30,Female,Low,Gold,Neutral,1,0,0.0,5.3,228.57,2.0,Business,Airport Kiosk,Family,Southwest
P20,20,Male,Medium,Platinum,Dissatisfied,1,0,0.0,4.9,496.54,2.0,Economy,Mobile App,Leisure,JetBlue
P200,19,Male,Medium,Non-Member,Neutral,1,0,0.0,6.3,347.27,56.0,Economy,Mobile App,Leisure,JetBlue
P2000,57,Female,Low,Gold,Highly Satisfied,1,0,0.0,8.4,467.32,1.0,First,Online,Leisure,Delta
P2001,73,Male,High,Gold,Neutral,1,0,0.0,6.2,210.69,16.0,Economy,Mobile App,Emergency,JetBlue
P2002,66,Female,High,Non-Member,Dissatisfied,1,0,0.0,4.6,434.63,9.0,Premium Economy,Desk,Emergency,United
P2003,27,Male,Medium,Gold,Highly Satisfied,1,0,0.0,8.5,544.03,9.0,First,Airport Kiosk,Emergency,American Airlines
P2004,24,Male,High,Platinum,Highly Satisfied,1,0,0.0,8.5,433.63,11.0,Economy,Airport Kiosk,Family,United
P2005,72,Female,High,Non-Member,Highly Satisfied,1,0,0.0,8.0,340.19,4.0,Economy,Online,Leisure,Southwest
P2006,34,Male,Low,Silver,Highly Satisfied,1,0,0.0,8.2,420.71,5.0,Economy,Desk,Leisure,United
P2007,66,Female,Low,Non-Member,Dissatisfied,1,0,0.0,4.9,50.66,6.0,Economy,Desk,Emergency,American Airlines
P2008,39,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.8,455.73,8.0,Economy,Online,Family,Southwest
P2009,36,Female,Medium,Silver,Highly Satisfied,1,0,0.0,8.3,286.05,0.0,Premium Economy,Mobile App,Leisure,American Airlines
P201,75,Male,High,Silver,Satisfied,1,0,0.0,6.7,368.93,17.0,Business,Desk,Business,United
P2010,43,Female,Medium,Silver,Satisfied,1,0,0.0,6.5,285.68,0.0,Premium Economy,Airport Kiosk,Family,Southwest
P2011,34,Female,High,Silver,Satisfied,1,0,0.0,6.6,246.23,12.0,Business,Airport Kiosk,Business,American Airlines
P2012,34,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,8.3,388.06,11.0,Business,Airport Kiosk,Leisure,American Airlines
P2013,33,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.5,256.14,38.0,Economy,Online,Leisure,Delta
P2014,67,Male,Low,Silver,Neutral,1,0,0.0,6.1,304.33,0.0,Premium Economy,Online,Business,American Airlines
P2015,29,Female,Medium,Gold,Dissatisfied,1,0,0.0,4.1,475.69,3.0,Economy,Online,Emergency,American Airlines
P2016,43,Female,Low,Gold,Satisfied,1,1,1.0,7.7,442.15,10.0,Premium Economy,Mobile App,Leisure,American Airlines
P2017,77,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,8.1,651.88,29.0,First,Mobile App,Business,Delta
P2018,62,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.7,452.42,10.0,First,Airport Kiosk,Business,American Airlines
P2019,75,Male,High,Silver,Neutral,1,0,0.0,5.8,-40.62,5.0,Economy,Airport Kiosk,Business,Delta
P202,43,Male,High,Gold,Neutral,1,0,0.0,5.9,392.44,6.0,Business,Airport Kiosk,Family,Southwest
P2020,57,Female,Medium,Gold,Highly Satisfied,1,0,0.0,8.9,402.9,22.0,Economy,Desk,Family,American Airlines
P2021,39,Male,Medium,Silver,Satisfied,1,0,0.0,6.7,396.49,5.0,Premium Economy,Desk,Leisure,United
P2022,74,Female,Medium,Silver,Neutral,1,0,0.0,5.0,364.25,4.0,First,Online,Emergency,JetBlue
P2023,66,Male,Medium,Non-Member,Neutral,1,0,0.0,6.3,234.24,4.0,Economy,Airport Kiosk,Family,Delta
P2024,56,Male,Medium,Non-Member,Dissatisfied,1,0,0.0,2.3,368.44,17.0,Economy,Online,Business,Southwest
P2025,40,Male,High,Silver,Neutral,1,0,0.0,6.2,324.21,10.0,Economy,Desk,Emergency,Delta
P2026,50,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.3,157.85,2.0,Economy,Online,Business,United
P2027,18,Female,Medium,Gold,Neutral,1,0,0.0,5.6,432.88,7.0,Economy,Online,Emergency,Delta
P2028,61,Male,Medium,Platinum,Neutral,1,0,0.0,5.3,182.21,1.0,Economy,Mobile App,Emergency,American Airlines
P2029,50,Male,Medium,Gold,Neutral,1,0,0.0,5.9,369.12,7.0,Economy,Desk,Leisure,American Airlines
P203,38,Male,High,Platinum,Neutral,1,0,0.0,6.4,306.74,5.0,Economy,Desk,Family,United
P2030,76,Female,High,Gold,Highly Satisfied,1,0,0.0,8.1,500.59,8.0,Premium Economy,Online,Family,United
P2031,74,Male,High,Gold,Neutral,1,0,0.0,6.1,299.05,6.0,Premium Economy,Airport Kiosk,Emergency,JetBlue
P2032,73,Female,High,Non-Member,Satisfied,1,0,0.0,6.8,429.54,14.0,Economy,Online,Family,American Airlines
P2033,77,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.8,458.45,0.0,Economy,Mobile App,Family,Southwest
P2034,79,Male,Medium,Gold,Highly Satisfied,1,0,0.0,8.9,275.29,6.0,Economy,Airport Kiosk,Emergency,American Airlines
P2035,75,Female,Low,Silver,Satisfied,1,0,0.0,7.7,589.8,4.0,Economy,Desk,Family,Southwest
P2036,46,Male,Low,Non-Member,Dissatisfied,1,1,1.0,4.5,371.1,6.0,Economy,Desk,Business,United
P2037,24,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,10.0,297.8,2.0,Business,Airport Kiosk,Family,Delta
P2038,45,Male,High,Non-Member,Highly Satisfied,1,0,0.0,8.9,286.85,10.0,Economy,Airport Kiosk,Family,Delta
P2039,76,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.1,384.99,5.0,Business,Mobile App,Emergency,Southwest
P204,60,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,8.2,329.57,11.0,First,Desk,Leisure,American Airlines
P2040,31,Female,Low,Non-Member,Neutral,1,0,0.0,5.9,133.12,7.0,Premium Economy,Mobile App,Business,JetBlue
P2041,49,Male,High,Non-Member,Satisfied,1,0,0.0,7.4,397.36,11.0,Premium Economy,Online,Business,United
P2042,18,Female,Low,Non-Member,Neutral,1,0,0.0,5.2,374.9,7.0,Economy,Desk,Business,Delta
P2043,76,Male,Low,Non-Member,Neutral,1,0,0.0,5.1,495.97,3.0,Economy,Desk,Business,United
P2044,56,Male,Low,Non-Member,Satisfied,1,0,0.0,6.7,321.02,22.0,Premium Economy,Online,Family,American Airlines
P2045,27,Female,Medium,Silver,Neutral,1,0,0.0,5.2,195.4,22.0,Economy,Mobile App,Emergency,Delta
P2046,49,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.0,388.93,5.0,Economy,Online,Family,JetBlue
P2047,79,Male,Low,Non-Member,Neutral,1,0,0.0,5.9,406.13,3.0,Economy,Airport Kiosk,Family,American Airlines
P2048,63,Male,Medium,Gold,Highly Satisfied,1,0,0.0,8.9,478.87,4.0,Economy,Mobile App,Emergency,Southwest
P2049,50,Female,Low,Gold,Highly Satisfied,1,0,0.0,8.3,433.65,16.0,Economy,Mobile App,Business,United
P205,65,Female,High,Silver,Neutral,1,0,0.0,6.4,340.63,10.0,Economy,Mobile App,Family,United
P2050,41,Female,Medium,Silver,Neutral,1,0,0.0,5.3,271.69,15.0,Premium Economy,Online,Family,Southwest
P2051,77,Female,High,Gold,Neutral,1,0,0.0,5.3,155.33,2.0,Economy,Desk,Leisure,JetBlue
P2052,79,Female,High,Non-Member,Highly Satisfied,1,0,0.0,10.0,286.24,14.0,Premium Economy,Online,Leisure,JetBlue
P2053,38,Male,Medium,Non-Member,Dissatisfied,1,0,0.0,4.6,417.98,10.0,Economy,Online,Business,Southwest
P2054,73,Female,Medium,Non-Member,Neutral,1,0,0.0,6.0,347.51,2.0,Economy,Mobile App,Leisure,American Airlines
P2055,34,Male,Medium,Gold,Satisfied,1,0,0.0,7.5,196.03,7.0,Economy,Mobile App,Emergency,United
P2056,30,Male,High,Non-Member,Neutral,1,0,0.0,6.4,278.02,11.0,Premium Economy,Online,Leisure,Delta
P2057,41,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.0,408.92,7.0,First,Desk,Emergency,Southwest
P2058,43,Female,High,Platinum,Satisfied,1,0,0.0,7.0,381.11,1.0,Economy,Airport Kiosk,Emergency,United
P2059,51,Male,Medium,Platinum,Neutral,1,0,0.0,6.3,341.62,2.0,Premium Economy,Online,Leisure,United
P206,35,Female,Medium,Non-Member,Neutral,1,0,0.0,5.2,343.76,7.0,Premium Economy,Airport Kiosk,Emergency,JetBlue
P2060,50,Male,Low,Non-Member,Neutral,1,0,0.0,5.5,391.55,31.0,Business,Online,Family,American Airlines
P2061,73,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,10.0,434.16,2.0,Premium Economy,Desk,Leisure,JetBlue
P2062,61,Male,High,Gold,Satisfied,1,0,0.0,6.8,295.59,6.0,Premium Economy,Online,Business,American Airlines
P2063,44,Female,Medium,Gold,Neutral,1,0,0.0,5.9,437.82,20.0,Economy,Mobile App,Leisure,JetBlue
P2064,71,Female,Medium,Non-Member,Satisfied,1,1,1.0,7.8,386.72,3.0,Economy,Desk,Leisure,United
P2065,68,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.7,347.89,10.0,Economy,Airport Kiosk,Emergency,JetBlue
P2066,79,Male,Medium,Silver,Satisfied,1,0,0.0,7.4,402.9,26.0,Business,Mobile App,Family,United
P2067,27,Male,High,Non-Member,Satisfied,1,0,0.0,6.9,297.47,10.0,Economy,Desk,Leisure,Southwest
P2068,33,Male,Medium,Platinum,Highly Satisfied,1,0,0.0,8.4,471.73,8.0,Economy,Mobile App,Family,JetBlue
P2069,65,Male,High,Non-Member,Satisfied,1,0,0.0,7.2,518.67,4.0,Premium Economy,Online,Emergency,Southwest
P207,49,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.1,240.82,17.0,Premium Economy,Airport Kiosk,Family,Southwest
P2070,23,Male,Low,Non-Member,Satisfied,1,0,0.0,6.6,356.41,5.0,Business,Airport Kiosk,Emergency,American Airlines
P2071,77,Female,Medium,Gold,Satisfied,1,0,0.0,7.9,216.19,10.0,Premium Economy,Desk,Leisure,Southwest
P2072,54,Male,Low,Silver,Satisfied,1,0,0.0,6.5,452.19,2.0,Premium Economy,Online,Business,JetBlue
P2073,23,Female,Low,Gold,Satisfied,1,0,0.0,6.8,196.94,7.0,Economy,Online,Leisure,American Airlines
P2074,46,Male,Low,Gold,Dissatisfied,1,0,0.0,4.6,335.62,25.0,Economy,Airport Kiosk,Family,JetBlue
P2075,53,Female,Medium,Gold,Highly Satisfied,1,0,0.0,10.0,502.28,24.0,Economy,Mobile App,Leisure,Delta
P2076,31,Female,Medium,Silver,Neutral,1,0,0.0,5.4,329.74,18.0,Premium Economy,Airport Kiosk,Family,Southwest
P2077,75,Male,Medium,Platinum,Satisfied,1,1,1.0,7.7,472.3,10.0,Premium Economy,Online,Family,JetBlue
P2078,60,Male,Medium,Gold,Satisfied,1,0,0.0,6.9,458.65,5.0,Economy,Desk,Business,American Airlines
P2079,67,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.5,438.27,11.0,Economy,Online,Leisure,United
P208,69,Female,Low,Non-Member,Satisfied,1,0,0.0,7.3,501.18,14.0,Business,Online,Family,American Airlines
P2080,50,Female,Medium,Platinum,Highly Satisfied,1,0,0.0,8.4,359.03,29.0,Premium Economy,Desk,Business,United
P2081,78,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.7,259.26,2.0,First,Desk,Emergency,American Airlines
P2082,71,Female,Medium,Gold,Neutral,1,0,0.0,6.2,283.14,3.0,Premium Economy,Desk,Leisure,American Airlines
P2083,62,Male,Medium,Non-Member,Neutral,1,0,0.0,5.6,257.36,10.0,Economy,Online,Leisure,Southwest
P2084,48,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.4,343.91,4.0,Business,Desk,Leisure,JetBlue
P2085,67,Male,High,Silver,Satisfied,1,0,0.0,7.7,217.16,0.0,Economy,Airport Kiosk,Leisure,American Airlines
P2086,70,Male,High,Non-Member,Satisfied,1,0,0.0,7.9,318.95,8.0,Economy,Desk,Family,Southwest
P2087,44,Male,Medium,Non-Member,Neutral,1,0,0.0,6.0,285.79,2.0,Business,Online,Family,Southwest
P2088,50,Female,Medium,Platinum,Highly Satisfied,1,0,0.0,10.0,465.84,8.0,Premium Economy,Online,Business,Southwest
P2089,35,Female,Medium,Silver,Satisfied,1,0,0.0,6.9,194.25,0.0,Economy,Airport Kiosk,Business,JetBlue
P209,64,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.7,317.6,3.0,Business,Desk,Emergency,American Airlines
P2090,22,Male,High,Gold,Neutral,1,0,0.0,5.5,258.34,0.0,Business,Desk,Leisure,JetBlue
P2091,50,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.6,215.58,4.0,Economy,Mobile App,Family,JetBlue
P2092,62,Female,Medium,Non-Member,Dissatisfied,1,0,0.0,3.8,528.69,8.0,Economy,Desk,Business,JetBlue
P2093,31,Male,Low,Non-Member,Satisfied,1,0,0.0,7.7,405.67,7.0,Premium Economy,Online,Emergency,United
P2094,72,Female,Medium,Silver,Satisfied,1,0,0.0,7.8,404.86,34.0,Economy,Airport Kiosk,Emergency,JetBlue
P2095,73,Male,Medium,Non-Member,Neutral,1,0,0.0,6.0,109.89,2.0,Economy,Online,Family,United
P2096,26,Male,Low,Gold,Neutral,1,0,0.0,5.4,275.14,13.0,Economy,Online,Family,Southwest
P2097,65,Female,High,Silver,Neutral,1,0,0.0,5.8,383.36,0.0,Premium Economy,Airport Kiosk,Business,Southwest
P2098,45,Male,High,Silver,Highly Satisfied,1,0,0.0,10.0,228.45,5.0,Economy,Desk,Leisure,American Airlines
P2099,41,Male,Medium,Non-Member,Neutral,1,1,1.0,6.3,221.7,10.0,Economy,Mobile App,Leisure,Delta
P21,22,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,10.0,388.72,4.0,Premium Economy,Mobile App,Emergency,Southwest
P210,34,Male,Low,Silver,Satisfied,1,0,0.0,7.6,277.69,15.0,Premium Economy,Mobile App,Business,Southwest
P2100,18,Female,Low,Platinum,Highly Satisfied,1,0,0.0,10.0,333.22,23.0,First,Airport Kiosk,Business,Delta
P2101,23,Male,Low,Non-Member,Satisfied,1,0,0.0,7.1,211.38,9.0,Economy,Airport Kiosk,Leisure,JetBlue
P2102,19,Female,High,Non-Member,Highly Satisfied,1,0,0.0,9.4,306.5,6.0,Economy,Desk,Leisure,United
P2103,36,Male,Medium,Non-Member,Neutral,1,1,1.0,6.3,428.63,2.0,Economy,Airport Kiosk,Leisure,United
P2104,48,Male,Medium,Silver,Highly Satisfied,1,0,0.0,8.7,242.2,15.0,Economy,Airport Kiosk,Emergency,United
P2105,21,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.6,128.67,6.0,Economy,Desk,Leisure,American Airlines
P2106,38,Male,Medium,Non-Member,Neutral,1,0,0.0,6.3,373.35,12.0,Economy,Online,Leisure,United
P2107,59,Male,High,Non-Member,Satisfied,1,0,0.0,7.3,478.45,1.0,Economy,Airport Kiosk,Emergency,United
P2108,45,Male,High,Gold,Dissatisfied,1,0,0.0,4.5,457.41,21.0,Premium Economy,Online,Emergency,United
P2109,50,Female,High,Non-Member,Satisfied,1,0,0.0,6.6,272.42,20.0,Premium Economy,Mobile App,Family,United
P211,33,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.6,271.56,31.0,Economy,Online,Family,American Airlines
P2110,36,Male,Low,Non-Member,Neutral,1,1,1.0,5.5,266.28,11.0,Economy,Airport Kiosk,Business,United
P2111,27,Female,Medium,Non-Member,Neutral,1,0,0.0,6.0,271.53,6.0,Economy,Online,Business,United
P2112,67,Female,Low,Non-Member,Satisfied,1,0,0.0,7.4,366.0,1.0,Economy,Airport Kiosk,Leisure,Southwest
P2113,59,Male,High,Gold,Highly Satisfied,1,0,0.0,8.2,221.38,12.0,Economy,Mobile App,Business,American Airlines
P2114,71,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.6,274.86,2.0,Economy,Airport Kiosk,Business,Delta
P2115,61,Male,High,Non-Member,Highly Satisfied,1,0,0.0,8.3,251.89,22.0,Premium Economy,Airport Kiosk,Business,JetBlue
P2116,40,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.3,404.69,2.0,Economy,Mobile App,Leisure,Southwest
P2117,75,Female,Low,Non-Member,Neutral,1,0,0.0,6.3,386.26,14.0,Business,Mobile App,Business,JetBlue
P2118,25,Male,Low,Non-Member,Satisfied,1,0,0.0,7.1,433.43,3.0,Business,Mobile App,Emergency,Southwest
P2119,37,Female,Low,Gold,Satisfied,1,0,0.0,6.7,370.48,17.0,Economy,Desk,Leisure,JetBlue
P212,73,Male,Low,Non-Member,Satisfied,1,0,0.0,7.6,335.52,8.0,First,Airport Kiosk,Emergency,Southwest
P2120,49,Male,Low,Silver,Neutral,1,0,0.0,6.4,269.5,0.0,Premium Economy,Airport Kiosk,Family,Delta
P2121,54,Male,High,Non-Member,Satisfied,1,0,0.0,7.7,406.71,4.0,Business,Desk,Family,Southwest
P2122,77,Female,Low,Silver,Neutral,1,0,0.0,6.1,335.42,3.0,Economy,Desk,Emergency,JetBlue
P2123,63,Female,Low,Non-Member,Dissatisfied,1,0,0.0,4.5,357.49,17.0,Economy,Mobile App,Business,Southwest
P2124,53,Male,Low,Non-Member,Satisfied,1,0,0.0,7.2,445.93,4.0,Economy,Mobile App,Business,Delta
P2125,51,Female,Medium,Gold,Satisfied,1,0,0.0,7.2,242.25,28.0,Premium Economy,Desk,Emergency,United
P2126,49,Female,Medium,Silver,Satisfied,1,0,0.0,7.6,207.03,3.0,Economy,Online,Leisure,JetBlue
P2127,56,Female,Medium,Platinum,Satisfied,1,0,0.0,6.8,425.92,2.0,Business,Online,Family,Delta
P2128,19,Female,Low,Non-Member,Satisfied,1,1,1.0,7.2,368.05,1.0,Economy,Airport Kiosk,Family,Southwest
P2129,41,Female,Medium,Non-Member,Neutral,1,0,0.0,5.5,313.31,0.0,Economy,Desk,Leisure,JetBlue
P213,24,Female,High,Platinum,Satisfied,1,0,0.0,7.6,321.58,7.0,Economy,Airport Kiosk,Family,United
P2130,28,Female,Medium,Platinum,Highly Satisfied,1,0,0.0,10.0,191.53,0.0,Economy,Online,Family,United
P2131,73,Female,Low,Gold,Satisfied,1,0,0.0,6.5,384.59,0.0,Economy,Online,Business,JetBlue
P2132,68,Male,Medium,Silver,Satisfied,1,0,0.0,7.1,152.07,2.0,Economy,Online,Leisure,American Airlines
P2133,40,Male,High,Gold,Neutral,1,0,0.0,5.7,481.68,2.0,First,Online,Leisure,Southwest
P2134,52,Male,Medium,Non-Member,Neutral,1,0,0.0,6.2,385.2,14.0,Economy,Mobile App,Family,Southwest
P2135,37,Female,Medium,Non-Member,Neutral,1,0,0.0,5.7,359.27,0.0,Economy,Mobile App,Family,American Airlines
P2136,37,Female,Medium,Non-Member,Dissatisfied,1,0,0.0,3.8,88.78,17.0,Premium Economy,Airport Kiosk,Emergency,Southwest
P2137,44,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.7,442.13,9.0,Economy,Airport Kiosk,Emergency,American Airlines
P2138,76,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,8.0,331.49,20.0,Economy,Mobile App,Emergency,Delta
P2139,45,Male,Low,Gold,Satisfied,1,0,0.0,7.5,466.05,5.0,Economy,Online,Emergency,United
P214,22,Female,Medium,Silver,Highly Satisfied,1,0,0.0,8.5,415.92,8.0,Economy,Desk,Family,JetBlue
P2140,72,Female,Medium,Platinum,Highly Satisfied,1,0,0.0,8.3,477.12,1.0,Business,Desk,Family,United
P2141,64,Male,Low,Non-Member,Dissatisfied,1,0,0.0,3.3,309.54,7.0,Economy,Mobile App,Leisure,JetBlue
P2142,33,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.4,350.71,3.0,Premium Economy,Airport Kiosk,Leisure,Delta
P2143,67,Male,Low,Gold,Neutral,1,0,0.0,5.9,401.72,6.0,Premium Economy,Airport Kiosk,Business,JetBlue
P2144,67,Male,Low,Non-Member,Satisfied,1,0,0.0,6.9,292.78,2.0,Premium Economy,Mobile App,Business,JetBlue
P2145,57,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.9,486.54,9.0,Economy,Mobile App,Leisure,American Airlines
P2146,72,Male,Medium,Non-Member,Neutral,1,0,0.0,6.2,309.64,22.0,First,Online,Emergency,Delta
P2147,72,Female,High,Non-Member,Satisfied,1,0,0.0,7.5,243.55,0.0,Business,Desk,Emergency,United
P2148,76,Female,High,Non-Member,Neutral,1,0,0.0,5.2,415.27,4.0,Economy,Airport Kiosk,Family,American Airlines
P2149,34,Male,High,Non-Member,Satisfied,1,0,0.0,7.0,305.53,6.0,Economy,Airport Kiosk,Leisure,American Airlines
P215,45,Male,Medium,Platinum,Neutral,1,0,0.0,5.3,321.52,24.0,Economy,Airport Kiosk,Business,JetBlue
P2150,67,Female,Medium,Gold,Satisfied,1,0,0.0,7.0,431.3,2.0,Economy,Desk,Family,United
P2151,38,Female,High,Gold,Neutral,1,0,0.0,5.7,328.76,16.0,First,Online,Emergency,American Airlines
P2152,40,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,10.0,345.54,13.0,Economy,Online,Family,United
P2153,59,Female,High,Silver,Satisfied,1,0,0.0,7.7,221.53,0.0,Economy,Desk,Emergency,JetBlue
P2154,73,Female,Low,Non-Member,Satisfied,1,1,1.0,7.2,411.0,1.0,Economy,Airport Kiosk,Leisure,American Airlines
P2155,55,Female,Low,Non-Member,Satisfied,1,0,0.0,7.9,279.93,3.0,First,Mobile App,Emergency,United
P2156,67,Female,Medium,Silver,Satisfied,1,0,0.0,7.6,158.71,24.0,Economy,Desk,Emergency,Southwest
P2157,56,Female,Medium,Platinum,Satisfied,1,0,0.0,6.9,318.25,14.0,Economy,Mobile App,Leisure,Southwest
P2158,72,Female,Medium,Silver,Satisfied,1,0,0.0,7.4,251.91,15.0,Economy,Airport Kiosk,Family,Southwest
P2159,48,Male,Medium,Silver,Satisfied,1,0,0.0,7.6,367.36,1.0,Economy,Mobile App,Leisure,American Airlines
P216,24,Female,Medium,Non-Member,Neutral,1,0,0.0,6.2,368.32,8.0,Economy,Desk,Business,JetBlue
P2160,24,Female,High,Silver,Highly Satisfied,1,1,1.0,9.0,221.63,3.0,Business,Online,Family,American Airlines
P2161,27,Female,High,Non-Member,Satisfied,1,0,0.0,7.7,311.85,25.0,Economy,Airport Kiosk,Emergency,Southwest
P2162,42,Male,High,Silver,Neutral,1,0,0.0,5.7,189.7,18.0,Economy,Mobile App,Leisure,Delta
P2163,37,Male,Medium,Non-Member,Dissatisfied,1,0,0.0,4.5,209.84,20.0,Premium Economy,Desk,Family,American Airlines
P2164,35,Male,Medium,Silver,Satisfied,1,0,0.0,7.2,363.94,3.0,Premium Economy,Online,Leisure,American Airlines
P2165,74,Female,Low,Non-Member,Satisfied,1,0,0.0,7.7,491.3,12.0,Premium Economy,Mobile App,Emergency,JetBlue
P2166,42,Male,High,Silver,Dissatisfied,1,0,0.0,4.2,521.59,5.0,Economy,Online,Emergency,JetBlue
P2167,26,Female,Medium,Silver,Neutral,1,0,0.0,5.4,500.04,2.0,Economy,Desk,Family,United
P2168,45,Female,Medium,Silver,Neutral,1,1,1.0,5.4,197.6,0.0,Premium Economy,Online,Family,American Airlines
P2169,53,Female,Low,Platinum,Neutral,1,0,0.0,5.6,299.47,5.0,Economy,Mobile App,Emergency,Delta
P217,43,Female,Low,Non-Member,Satisfied,1,0,0.0,7.0,222.63,2.0,Economy,Airport Kiosk,Business,United
P2170,57,Male,Medium,Platinum,Neutral,1,0,0.0,5.1,375.55,0.0,Economy,Mobile App,Leisure,United
P2171,25,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.3,538.53,30.0,Economy,Online,Family,Delta
P2172,43,Male,Low,Gold,Highly Satisfied,1,0,0.0,10.0,498.77,12.0,Premium Economy,Mobile App,Leisure,JetBlue
P2173,78,Female,High,Platinum,Satisfied,1,0,0.0,6.7,395.73,0.0,Premium Economy,Mobile App,Leisure,United
P2174,36,Male,High,Non-Member,Neutral,1,0,0.0,6.2,473.33,18.0,Premium Economy,Airport Kiosk,Leisure,JetBlue
P2175,39,Female,Low,Gold,Highly Satisfied,1,0,0.0,8.0,465.42,13.0,Premium Economy,Mobile App,Family,American Airlines
P2176,23,Male,Medium,Platinum,Satisfied,1,0,0.0,7.6,359.0,7.0,Business,Mobile App,Business,JetBlue
P2177,21,Male,High,Silver,Neutral,1,0,0.0,5.7,256.51,8.0,Economy,Desk,Family,American Airlines
P2178,61,Male,Low,Silver,Satisfied,1,0,0.0,7.6,521.43,0.0,First,Airport Kiosk,Business,Delta
P2179,68,Male,Low,Non-Member,Satisfied,1,0,0.0,6.8,324.22,16.0,Economy,Airport Kiosk,Business,Southwest
P218,60,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.4,491.86,8.0,Business,Desk,Emergency,United
P2180,40,Female,High,Gold,Satisfied,1,0,0.0,7.4,307.81,20.0,Economy,Online,Leisure,American Airlines
P2181,43,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,8.6,355.93,23.0,Economy,Airport Kiosk,Emergency,Delta
P2182,31,Male,Medium,Silver,Satisfied,1,0,0.0,7.0,501.05,8.0,First,Desk,Leisure,Southwest
P2183,36,Female,High,Non-Member,Satisfied,1,1,1.0,6.6,292.11,8.0,Economy,Desk,Family,JetBlue
P2184,33,Male,Medium,Silver,Neutral,1,0,0.0,6.1,374.99,3.0,Economy,Desk,Business,United
P2185,30,Female,Medium,Silver,Satisfied,1,0,0.0,6.6,482.72,3.0,Business,Desk,Leisure,Southwest
P2186,56,Female,Low,Non-Member,Dissatisfied,1,0,0.0,2.8,347.31,7.0,Business,Desk,Family,United
P2187,31,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.7,196.12,21.0,Economy,Desk,Leisure,American Airlines
P2188,63,Female,Low,Silver,Satisfied,1,0,0.0,6.9,239.6,15.0,Premium Economy,Mobile App,Emergency,Delta
P2189,76,Male,Medium,Gold,Neutral,1,0,0.0,6.1,514.68,16.0,Economy,Desk,Family,Southwest
P219,33,Male,Low,Non-Member,Neutral,1,0,0.0,6.2,354.81,10.0,Economy,Airport Kiosk,Family,Delta
P2190,47,Female,Medium,Silver,Neutral,1,0,0.0,6.3,176.81,2.0,Economy,Desk,Business,Delta
P2191,27,Male,Medium,Non-Member,Neutral,1,0,0.0,5.9,299.29,2.0,Business,Mobile App,Business,American Airlines
P2192,38,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.2,235.72,13.0,Economy,Airport Kiosk,Business,American Airlines
P2193,62,Male,Low,Silver,Dissatisfied,1,0,0.0,4.9,315.34,2.0,Economy,Desk,Family,Southwest
P2194,27,Male,Low,Non-Member,Satisfied,1,1,1.0,7.4,449.8,16.0,Economy,Desk,Emergency,United
P2195,79,Male,Low,Gold,Dissatisfied,1,0,0.0,4.9,479.93,33.0,Economy,Desk,Business,Southwest
P2196,26,Female,High,Platinum,Dissatisfied,1,0,0.0,3.8,375.72,12.0,Economy,Online,Business,Southwest
P2197,79,Male,Low,Silver,Neutral,1,0,0.0,6.1,254.36,8.0,Business,Desk,Business,JetBlue
